Product Sku,Product Name
CTK 309219244,MATROX M9120-E512F DUAL DVI 512MB GRAPHIC CARD
CTK 309229844,MSI RADEON HD 5570 R5570-MD1G DVI HDMI VGA 1GB GRAPHIC CARD
CTK 3092310044,MATROX QID-E128LPAF 128MB GRAPHIC CARD
CTK 309245644,High Profile HP FIREPRO V3800 608886-001  DVI DISPLAY PORT 512MB BUILDS GRAPHIC CARD
CTK 309256144,IBM QUADRO FX 4600 42Y6337 DUAL DVI S-VIDEO 768MB GRAPHIC CARD
CTK 309269544,IBM QUADRO 5000 89Y8628 DVI DUAL DISPLAY PORT S-VIDEO 2.5GB GDDR5 BUILDS GRAPHIC CARD
CTK 309279944,ASUS GEFORCE GT 640 GT640-2GD3 DUAL DVI HDMI VGA 2GB GRAPHIC CARD
CTK 3092810244,EVGA GEFORCE GT 610 01G-P3-2616-KR DUAL DVI MINI HDMI 1GB GRAPHIC CARD
CTK 3092910544,AMD FIREPRO V7800 712128730G DVI DUAL DISPLAY PORTS 2GB GRAPHIC CARD
CTK 309306044,Low Profile HP FIREPRO W2100 854244-001 DUAL DISPLAY PORT 2GB DDR3 GRAPHIC CARD 
CTK 309316244,EVGA GEFORCE GTX 750 TI 02G-P4-3751-KR DVI HDMI DISPLAY PORT 2GB GRAPHIC CARD
CTK 309326544,PNY GEFORCE GTX 680 VCGGTX680XPB-CG DUAL DVI HDMI DISPLAY PORT 2GB GRAPHIC CARD
CTK 309336744,EVGA GEFORCE GT 520 01G-P3-1521-KR DVI HDMI VGA 1GB GRAPHIC CARD
CTK 309346944,JATON GEFORCE GT 610 VIDEO-PX610GT-EX DVI HDMI VGA 2GB GRAPHIC CARD
CTK 309357544,EVGA GEFORCE 7600GS 256-P2-N549-TR DVI VGA S-VIDEO 256MB GRAPHIC CARD
CTK 309367844,EVGA GEFORCE GTX 760 SC 02G-P4-2765-KR DUAL DVI HSMI DISPLAY PORT 2GB GRAPHIC CARD
CTK 309378144,PNY GEFORCE GTX 960 VCGGTX9602XPB DVI X3 DISPLAY PORT HDMI 2GB GRAPHIC CARD
CTK 309388644,ASUS GEFORCE GTX 760 GTX760-DC2OC-2GD5 DUAL DVI HSMI DISPLAY PORT 2GB GRAPHIC CARD
CTK 309399544,IBM QUADRO FX 3800 89Y0429 DVI DUAL DISPLAY PORT 1GB 10 GRAPHIC CARD
CTK 309428344,Low Profile DELL QUADRO K620 JGN28  DVI DISPLAY PORT 2GB GDDR3 BUILDS 20 GRAPHIC CARD
CTK 309456644,HP 552M FLEX10 675484-001 10GBPS PCI/NIC CARD
CTK 309466444,Low Profile FUJITSU D2755-A11  2 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 309477844,Low Profile QLOGIC QLE2562-F  2 OF 2 SFP'S 2 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 309489144,High Profile HP Infiniband 10/40GB 656089-001  0 0F 2 SFP'S 0 OF 2 SFP'S 10/40 GBPS PCI/NIC CARD
CTK 309499344,High Profile INTEL X520-SR2 E10G42BFSR  2 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 309509644,Low Profile HP LPE12002 697890-001  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 309515944,High Profile CHELSIO T420-CR 110-1120-40  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 309527544,Low Profile DELL LPE12000E CN6YJ  0 OF 1 SFP'S 0 OF 1 SFP'S 0 OF 1 SFP'S 8GBPS PCI/NIC CARD
CTK 309537644,High Profile "CHELSIO T420-CR 110-1120-40  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S
CTK 309548844,High Profile ATTO FC-81EN  1 OF 1 SFP'S 1 OF 1 SFP'S 1 OF 1 SFP'S 8GBPS PCI/NIC CARD
CTK 309576144,Low Profile IBM SAS9207-8E 46C9011  DUAL EXTERNAL SAS 6GBPS CONTROLLER CARD
CTK 309587144,High Profile DELL AMD RADEON R7 250 9C8C0  DVI DISPLAY PORT 2GB GDDR3 GRAPHIC CARD
CTK 309597844,Low Profile QLOGIC QLE8142 QLE8142-SR-E  0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 309608844,High Profile SYSKONNECT SK-9E22 631-0323  DUAL PORT RJ-45 1GBPS NIC CARD
CTK 309619044,PNY QUADRO K4200 VCQK4200-T DVI DUAL DISPLAY PORT 4GB GRAPHIC CARD
CTK 309629244,High Profile SAPPHIRE R7 240 299-1E280-000SA  DUAL HDMI 2GB GRAPHIC CARD
CTK 309649644,RIVERBED 410-00301-02 X2 FC PORTS 10GBPS NIC CARD
CTK 309659744,Low Profile AMD FIREPRO W4100 102C7550100  QUAD-MINI DISPLAY PORTS 2GB GDDR5 GRAPHIC CARD
CTK 309669944,High Profile INTEL X710-DA2 X710DA2  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 3096710744,DELL FIREPRO S7000 2M5RM DISPLAY PORT 4GB GRAPHIC CARD
CTK 3096810944,ARECA 71-1680D1-IX21 X1 EXTERNAL SAS X4 INTERNAL SAS DUAL PORT RJ-45 512MB RAID CARD
CTK 309695644,Low Profile MELLANOX CX314A MCX314A-BCBT  0 OF 2 SFP'S 0 OF 2 SFP'S 40GBPS NIC CARD
CTK 309705744,Low Profile HP GEFORCE 520 655083-001  DVI HDMI 1GB GRAPHIC CARD
CTK 309715944,IBM M1115 46C8928 W/O BRACKET DUAL INTERNAL SAS RAID CARD
CTK 309726344,HP SMART ARRAY P440AR 749796-001 DUAL INTERNAL SAS 12GBPS BUILDS CONTROLLER CARD
CTK 309736644,IBM 00E0660 3GBPS CONTROLLER CARD
CTK 309748944,High Profile INTEL E91267-203  X6 INTERNAL SAS PORTS 0 OF 2 SFP'S 6GBPS PCI/NIC CARD
CTK 309759144,ORACLE SAS9211-8I 7047852 NO BRACKET DUAL INTERNAL SAS 6GBPS CONTROLLER CARD
CTK 309765744,High Profile NETAPP QLE2562-T-NAP 111-00480  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 309786944,DELL FIREPRO V7900 CJ9FJ QUAD DISPLAY PORT 2GB GDDR5 GRAPHIC CARD
CTK 309797944,High Profile GIGABYTE GEFORCE GT 520 GV-N520D3-1GI  VGA HDMI DVI 1GB BUILDS GRAPHIC CARD
CTK 309808344,EVGA GEFORCE GT 520 01G-P3-1526-KR DUAL DVI MINI HDMI 1GB BUILDS GRAPHIC CARD
CTK 309818744,EVGA GEFORCE 8800 GTS 640-P2-N821-AR DUAL DVI S-VIDEO 640MB GRAPHIC CARD
CTK 309829544,AJA KONA-LHE+R0-S02 DMS-59 X3 SDI Other
CTK 309839844,High Profile DELL PERC H710P 1GB XDHXT  DUAL INTERNAL SAS 6GBPS 1GB BUILDS RAID CARD
CTK 3098410244,Low Profile JATON GEFORCE 210 VIDEO-PX210-LX  VGA DISPLAY PORT DVI 512MB GRAPHIC CARD
CTK 3098510444,APPLE GEFORCE GT120 630-9643 DVI THURNDERBOLT 512MB GRAPHIC CARD
CTK 3098610744,APPLE GEFORCE 7300GT 630-8946 DUAL DVI 256MB GRAPHIC CARD
CTK 3098712244,High Profile ASUS GEFORCE 8400 GS SILENT/DI/512MD2  DVI VGA HDMI 512MB BUILDS GRAPHIC CARD
CTK 3098813944,HP QUADRO 3000M 686158-001 2GB GRAPHIC CARD
CTK 3098914244,HP 650M 701535-001 20GBPS PCI/NIC CARD
CTK 3099014444,HP NVIDIA GRID K2 732635-001 8GB GRAPHIC CARD
CTK 309917144,PNY QUADRO K4000 VCQK4000-T DVI DUAL DISPLAY PORT 3GB BUILDS 30 GRAPHIC CARD
CTK 309926844,High Profile DELL LPE12002-E X803K  0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 309939244,Server Build DELL X710+I350 6VDPG DUAL PORT RJ-45 DUAL SFP 0 OF 2 10GBPS PCI/NIC CARD
CTK 3099410244,HP QUADRO 1000M 703483-001 2GB GRAPHIC CARD
CTK 3099510444,HP QUADRO FX 5800 506133-001 DUAL DVI S-VIDEO DISPLAY PORT 4GB GRAPHIC CARD
CTK 3099611244,Low Profile INTEL I350-T4 I350T4BLK  QUAD PORT RJ-45 1GBPS NIC CARD
CTK 3099710044,SOUNDBLASTER SB0820 SOUND CARD
CTK 309987444,IBM LPE12002 74Y2279 LOW PROFLE 2 OF 2 SFP'S 2 OF 2 SFP'S 2 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 309997844,Low Profile IBM 74Y2116  QUAD PORT RJ-45 1GBPS PCI/NIC CARD
CTK 3100110746,High Profile PNY GT520 VCGGT5201XPB  VGA HDMI DVI 1GB GRAPHIC CARD
CTK 310026944,High Profile EVGA GEFORCE GT 430 01G-P3-1430-LR  DVI VGA HDMI 1GB GRAPHIC CARD
CTK 310047339,Low Profile Nvidia Quadro 600 VCQ600V2-T  DVI Display Port 512MB GRAPHIC CARD
CTK 310057539,Low Profile Nvidia Quadro K620 765147-001  DVI Display Port 2GB GRAPHIC CARD
CTK 310068039,High Profile ATI FIREGEL V3350 442227-001  Dual DVI 256MB Builds GRAPHIC CARD
CTK 310079739,"HP QUADRO FX 1800 519296-001 DVI
CTK 310088844,ATI RADEON X1950XTX CROSSFIRE EDITION 102A9880101 CROSSFIRE 512MB GRAPHIC CARD
CTK 310099844,DELL RADEON HD2900XT KY147 DUAL DVI S-VIDEO 512MB GRAPHIC CARD
CTK 310106544,EVGA GEFORCE GTX 480 015-P3-1482-AR DUAL DVI MINI HDMI 1.5GB GRAPHIC CARD
CTK 310117344,EVGA GEFORCE GTX 780 VCGGTX7803XPB DUAL DVI HDMI DISPLAY PORT 3GB GRAPHIC CARD
CTK 310128144,PNY QUADRO FX 4800 FOR MAC VCQFX4800MACX16-T DUAL DVI S-VIDEO 1.5GB GRAPHIC CARD
CTK 310138444,EVGA GEFORCE GTX TITAN X 12G-P4-2992-KR DVI HDMI X3 DISPLAY PORTS 12GB GRAPHIC CARD
CTK 310148744,SAPPHIRE RADEON R7 260X 299-3E258-001SA DVI HDMI DISPLAY PORT 2GB GRAPHIC CARD
CTK 310159744,High Profile DELL FIREPRO W2100 Y5FR3  DUAL DISPLAY PORT 2GB GRAPHIC CARD
CTK 310167344,AMD FIREPRO V7800 102C0750100 DVI DUAL DISPLAT PORT 2GB GRAPHIC CARD
CTK 310178044,HP QUADRO FX 4800 492188-001 DVI DUAL DISPLAY PORT S-VIDEO 1.5GB GRAPHIC CARD
CTK 310189044,AUDIOCODES 910-0701-003 CENTRONICE SCSI 50-PIN MISC
CTK 310199344,AUDIO CODES 910-0701-003 CENTRONICS 50-PIN SCSI MISC
CTK 3102010544,High Profile DELL 9260-8I DYF52  DUAL INTERNAL SAS NONE W/O BATTERY 6GBPS RAID CARD
CTK 3102111744,High Profile DELL QLE2562-DEL 69RV2  2 OF 2 SFP'S 20F 2 SFP'S 2 OF 2 SFP'S 8GBPS RAID CARD
CTK 310226544,High Profile IBM 31P1530  EXTERNAL SAS INTERNAL SAS CONTROLLER CARD
CTK 310238044,Low Profile HP SAS9205-4I4E 660086-001  EXTERNAL SAS INTERNAL SAS 6GBPS CONTROLLER CARD
CTK 310248244,DELL JPYNN 0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 310269844,DELL QUADRO K4200 XX5JN DVI DUAL DISPLAY PORTS 4GB GRAPHIC CARD
CTK 310286444,APPLE RADEON HD 5570 631-2207 DVI X2 MINI DISPLAY PORTS 1GB GRAPHIC CARD
CTK 310296844,DELL FIREPRO W7100 KVMR4 QUAD DISPLAY PORT 8GB GRAPHIC CARD
CTK 310307944,High Profile INTEL D57995-009  QUAD PORT RJ-45 1GBPS NIC CARD
CTK 3103111050,High Profile EVGA GEFORCE GT 710 01G-P3-2711-KR  DVI VGA HDMI 1GB GRAPHIC CARD
CTK 310327444,AMD RADEON HD 7950 7121A10000G DVI HDMI DUAL MINI DISPLAY 3GB GRAPHIC CARD
CTK 310347139,DELL PERC H800 VVGYD DUAL EXTERNAL SAS 1GB 6GBps RAID CARD
CTK 310356544,Low Profile DELL X520-DA2 FTKMT  0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 310367839,High Profile QLOGIC QLE2562 PX2810403-01  2 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 310408844,DELL 57800S Y36FR QUAD PORT RJ-45 X2 10GB X2 1GB NIC CARD
CTK 310419044,High Profile IBM M5025 46M0854  DUAL EXTERNAL SAS W/ BATTERY 6GBPS RAID CARD
CTK 310429244,High Profile HP H220 / SAS9205-8I 660088-001  DUAL INTERNAL SAS 6GBPS CONTROLLER CARD
CTK 310439444,High Profile HP QLE2662-HP 669765-001  2 OF 2 SFP'S 16GBPS NIC CARD
CTK 310449644,Low Profile LSI MR SAS 9266-8E L3-25421  DUAL EXTERNAL SAS YES W/ CACHE W/O BATTERY 6GBPS RAID CARD
CTK 3104510044,High Profile LSI SAS9207-8E H3-25427  DUAL EXTERNAL SAS 6GBPS CONTROLLER CARD
CTK 3104610244,High Profile HP 561T 717708-001  DUAL PORT 10GBPS PCI/NIC CARD
CTK 310476455,DELL PERC H700 CNXVV SAS 512MB RAID CARD
CTK 310487655,QLOGIC QMH4062 488081-001 1GB NIC CARD
CTK 310498139,High Profile DELL QLE8262 P11VC  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 310519739,NATIONAL INSTRUMENTS PCI-6509 NIC CARD
CTK 310536744,DELL QUADRO M4000 YR7H5 QUAD DISPLAY PORT 8GB GRAPHIC CARD
CTK 310546444,High Profile QLOGIC QLE2562 QLE2562-WB  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS PCI/NIC CARD
CTK 310566744,High Profile NETAPP QLE8152-T-NAP 111-01007  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 310616539,DELL RAID BATTERIES GENERIC
CTK 310636739,DELL RAID BATTERY CABLE GENERIC
CTK 310636844,Low Profile MELLANOX MNPH29C-XTR  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S PCI/NIC CARD
CTK 310646944,Low Profile EMULEX P004096  0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 310647039,PERC 6I IN TRAY CARD
CTK 310657044,Low Profile INTEL E10G42AFDA  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 310657339,DUAL DVI GENERIC
CTK 310667439,2 OR MORE DIFFERENT PORT (NVIDIA) GENERIC
CTK 310677539,2 OR MORE DIFFERENT PORT (ATI ONLY) GENERIC
CTK 310717144,High Profile IBM OCE11102 74Y3457  2 OF 2 SFP'S 2 OF 2 SFP'S 2 OF 2 SFP'S 10GBPS PCI/NIC CARD
CTK 310737744,DELL PERC H700 J9MR2 DUAL INTERNAL SAS W/ BRACKET 512MB 6GBPS RAID CARD
CTK 310747844,DELL PERC H700 1THG8 DUAL INTERNAL SAS W/ BRACKET 512MB 6GBPS RAID CARD
CTK 310758944,Low Profile HP BROCADE 825 571521-001  2 OF 2 SFP'S 8GB PCI/NIC CARD
CTK 310766639,IDRAC EXPRESS GENERIC
CTK 3107744,High Profile SIIG SC-SAE012-S2  DUAL INTERNAL SATA CONTROLLER
CTK 3107844,High Profile DELL PRO/1000 VT K828C  QUAD PORT 1GBPS NIC
CTK 3107944,Low Profile LSI L3-25121-70A  DUAL INTERNAL SAS SAS/SATA NONE W/O BATTERY 6GBPS RAID CARD
CTK 3108044,High Profile DIGI 50000839-06  PCI/NIC CARD
CTK 310856725,DIGI ACCELEPORT 8P HI PROFILE 1 PCI/NIC CARD
CTK 310866525,Low Profile CISCO L3-25413-28A UCS-RAID9271CV-81 V04 SAS 9271-8I 2  RAID CARD
CTK 310877125,Low Profile LSI SAS9207-4I4E H3-25434  SINGLE PORT RAID CARD
CTK 3108944,High Profile BROCADE 18602 80-1006035  0 OF 2 SFP'S 8GBPS NIC CARD
CTK 3109044,PALIT GEFORCE GTX 465 NE5TX465F1002-N1001 DUAL DVI DISPLAY PORT HDMI 1GB GRAPHICS CARD
CTK 3109144,MATROX XMI02/12/8500 Y7291-0201 CAPTURE CARD
CTK 3109244,PNY QUADRO K5000 VCQK5000-T W/ GSYNC CARD DUAL DVI DUAL DISPLAY PORT W/ GSYNC CARD 4GB GRAPHICS CARD
CTK 3109344,BLUEFISH SUPERNOVA S+ EB3005M X6 SDI CAPTURE CARD
CTK 3109444,High Profile HP 742006-002  SSD PCIE TO M.2 CONTROLLER W/O CABLE MISC
CTK 3109544,IBM QUADRO FX 4800 46R2792 DVI DUAL DISPLAY PORT 1.5GB GRAPHICS CARD
CTK 3109644,SAPPHIRE HD 5670 299-3E152-000SA DVI DISPLAYPORT HDMI 512MB GRAPHICS CARD
CTK 3109744,PNY GEFORCE GTS 250 VCGGTS2505XPB DUAL DVI D-VIDEO 512MB GRAPHICS CARD
CTK 3109844,ASUS GEFORCE GTX 960 OC TURBO-GTX960-OC-4GD5 DVI HDMI X3 DISPLAY PORTS 4GB BUILDS GRAPHICS CARD
CTK 3110044,High Profile ASUS GEFORCE GT 520 GT520-1GD3-CSM  DVI HDMI VGA 1GB GRAPHICS CARD
CTK 3110144,VISIONTEK HD 5750 VT-400563K DUAL DVI HDMI DISPLAY PORT 1GB GRAPHICS CARD
CTK 3110244,High Profile PNY QUADRO P600 VCQP600  QUAD MINI DISPLAYPORTS 2GB GRAPHICS CARD
CTK 3110344,HP QUADRO M5000 818868-001 DVI X4 DISPLAYPORTS 8GB BUILDS GRAPHICS CARD
CTK 3110444,High Profile DELL QLE2560-DEL R1N53  0 OF 1 SFP'S 0 OF 1 SFP'S 0 OF 1 SFP'S 8GBPS NIC CARD
CTK 3110544,DELL H710P MINI TY8F9 W/O BATTERY OR CACHE NONE W/O BATTERY OR CACHE RAID CARD
CTK 3110644,High Profile IBM QUADRO FX 380 64Y8204  DVI DISPLAY PORT 512MB GRAPHICS CARD
CTK 3110744,High Profile VISIONTEK RADEON HD 6670 VT-400899HK  DVI HDMI VGA 1GB GRAPHICS CARD
CTK 3110844,High Profile PNY GEFORCE GT 630 VCGGT6302XPB  DVI VGA HDMI 1GB GRAPHICS CARD
CTK 3110944,High Profile DELL QUADRO NVS 315 MD7CH  DMS-59 1GB GRAPHICS CARD
CTK 3111144,Low Profile DELL RFPC9  0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3111244,Low Profile SUN 375-3537  W/ BATTERY DUAL EXTERNAL SAS 3GBPS RAID CARD
CTK 3111444,High Profile EMULEX LPE16000-E  0 OF 1 SFP'S 16GBPS NIC CARD
CTK 3111544,Low Profile EMULEX LPE16000-E  1 OF 1 SFP'S 1 OF 1 SFP'S 16GBPS NIC CARD
CTK 3111644,Low Profile DELL X540-T2 3DFV8  DUAL PORT RJ-45 10GBPS NIC CARD
CTK 3111744,High Profile CHELSIO T520-CR 110-1160  2 OF 2 SFP'S 2 OF 2 SFP'S 10GBPS NIC CARD
CTK 3111844,High Profile LSI SAS9200-8E H3-25260  DUAL EXTERNAL SAS 6GBPS RAID CARD
CTK 3112044,DELL X710 68M95 0 OF 4 SFP'S 0 OF 4 SFP'S NIC CARD
CTK 3112244,Low Profile SUN LPE12002 7053434  0 OF 2 SFP'S 0 OF 2 SFP'S NIC CARD
CTK 3112644,Low Profile HP A769-60001 571520-001  1 0F 1 SFP'S 1 OF 1 SFP'S 8GBPS NIC CARD
CTK 3112744,High Profile HP QUADRO K1200 846583-001  QUAD MINI DISPLAY PORTS 4GB GRAPHICS CARD
CTK 3112844,High Profile HP FIREPRO W2100 762896-003  DUAL DISPLAY PORT 2GB GRAPHICS CARD
CTK 3113044,HP 533FLR-T 701534-001 DUAL PORT RJ-45 10GBPS NIC CARD
CTK 3113144,DELL YPNRC X4 INTERNAL SAS RAID CARD
CTK 3113544,"PNY Quadro K2000D VCQK2000D-T Dual DVI
CTK 3113644,High Profile HP 530T 657128-001  DUAL PORT 10GBPS NIC CARD
CTK 3113744,Low Profile HP 530T 657128-001  DUAL PORT 10GBPS NIC CARD
CTK 3113944,High Profile INTEL X710 X710DA2G1P5  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3114144,NVIDIA GEFORCE GTX 550 TI 699-11050-0000-050 D DUAL DVI MINI HDMI 1GB GRAPHIC CARD
CTK 3114244,HP GEFORCE GTX 1070 OC 909249-001 DVI X3 DISPLAY PORTS HDMI 8GB GRAPHIC CARD
CTK 3114344,Dell Radeon RX570 WNH0V x3 DisplayPorts HDMI 4GB Graphics Card
CTK 3114444,High Profile HP OCE10102 697892-001  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3114544,High Profile QLOGIC N/A QLE2562  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS NIC CARD
CTK 3114644,High Profile HP 452372-001  DUAL PORT INFINIBAND 10/40GBPS NIC CARD
CTK 3114744,Low Profile QLOGIC N/A QLE7280  INFINIBAND NIC CARD
CTK 3114844,High Profile IBM N/A 46M2239  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3114944,Low Profile EMULEX P005630  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 8GBPS NIC CARD
CTK 3115044,Low Profile CHELSIO TMSIP-REM-CC2-T520 110-1169  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3115244,Low Profile HP GEFORCE GT 310 572029-001  DVI DISPLAY PORT 512MB BUILDS GRAPHIC CARD
CTK 3115344,SAPPHIRE ATI RADEON HD 5670 299-3E151-100SA DVI DISPLAYPORT HDMI 1GB GRAPHIC CARD
CTK 3115644,DIGIGRAM N/A VX222HR SOUND CARD
CTK 3115825,HP SAS EXPANDER 477838-001
CTK 3116044,High Profile QLOGIC N/A QLE2672  2 OF 2 SFP'S 2 OF 2 SFP'S 2 OF 2 SFP'S 16GBPS NIC CARD
CTK 3116144,EVGA GEFORCE GTX 980 04G-P4-2980-KR DVI HDMI X3 DISPLAYPORTS 4GB GRAPHIC CARD
CTK 3116244,Low Profile GENERIC  GPU SERVER BUILDS LOW PROFILE 128MB SUPPORTS DUAL MONITORS 128MB OR HIGHER GRAPHIC CARD
CTK 3116344,High Profile IBM SAS9207-8E 46C9011  DUAL EXTERNAL SAS 6GBPS RAID CARD
CTK 3116444,DIALOGIC D4PCIU4SEQ A03-0017JPA QUAD PORT RJ-11 NIC CARD
CTK 3116544,Low Profile HP SMART ARRAY P222 633537-001  1GB CACHE EXTERNAL SAS INTERNAL SAS 1GB 1GB CACHE 6 GBPS RAID CARD
CTK 3116744,High Profile IBM QLE3262-CU-IBM 90Y4605  0 OF 2 SFP'S 10GBPS NIC CARD
CTK 3116844,SAPPHIRE HD 4670 288-DE101-440BD DVI HDMI VGA 1GB GRAPHIC CARD
CTK 3116925,GEFORCE 7600GS 256-P2-N549-TR 0CW766 1 DVI 1 VGA 1 S-VIDEO 256MB GRAPHICS CARD
CTK 3117044,High Profile STARTECH N/A PEX20000SFPI  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GBE NIC CARD
CTK 3117144,Low Profile DELL QUADRO K1200 5Y5J0  QUAD MINI DISPLAY PORT 4GB 5 GRAPHIC CARD
CTK 3117244,HP H240AR 749997-001 DUAL INTERNAL SAS SAS 12GBPS RAID CARD
CTK 3117344,STARTECH N/A ST1000SPEX4 QUAD RJ-45 1GBPS NIC CARD
CTK 3117444,ZOTAC GEFORCE GT 430 288-1N164-001ZT DVI HDMI DISPLAYPORT 1GB DDR3 GRAPHIC CARD
CTK 3117644,DELL QUADRO K6000 N5WM9 DUAL DVI DUAL DISPLAYPORT 12GB GDDR5 GRAPHIC CARD
CTK 3117944,High Profile DELL FIREPRO W4100 25D14  QUAD MINI DISPLAY PORT 2GB GDDR5 GRAPHIC CARD
CTK 3118044,High Profile DELL SAS9210-8I NRKJ0  DUAL INTERNAL SAS 6GBPS RAID CARD
CTK 3118144,High Profile AMCC 9650SE-8LPML 700-3260  W/ BAT AND CACHE DUAL INTERNAL SAS YES BAT. AND CACHE RAID CARD
CTK 3118244,Low Profile LSI 9750-4I L3-25239  W/ BAT AND CACHE INTERNAL SAS YES BAT AND CACHE RAID CARD
CTK 3118344,High Profile LSI 9750-4I L3-25239  W/ BAT AND CACHE SINGLE INTERNAL SAS YES BAT AND CACHE RAID CARD
CTK 3118544,Low Profile HP P411 462918-001  W/ 1GB CACHE AND CAPACITOR DUAL EXTERNAL SAS 1GB FBWC 1GB FBWC W/ CAPACITOR RAID CARD
CTK 3118644,AMCC 9650SE-24M8 700-3233 W/ CACHE AND BAT X3 INTERNAL SAS YES W/ CACHE AND BAT RAID CARD
CTK 3118744,High Profile EVGA GEFORCE GT 710 02G-P3-2713-KR  DVI HDMI VGA 2GB GRAPHICS CARD
CTK 3118844,Low Profile HP QUADRO K420 786032-001  DVI DISPLAY PORT 1GB GRAPHICS CARD
CTK 3118944,AMCC 9650SE-16ML 700-3226 W/ CACHE AND BATTERY X4 INTERNAL MINI SAS YES W/ BATTERY AND CACHE RAID CARD
CTK 3119044,High Profile EVGA GEFORCE GT 730 02G-P3-3733-KR  DVI HDMI VGA 2GB GRAPHIC CARD
CTK 3119144,HP FX880M 608293-001 FOR BLADE UNITS W/ FX 880M 1GB GRAPHIC CARD
CTK 3119244,Low Profile IBM LPE12002 00JY848  2 OF 2 SFP'S 2 OF 2 SFP'S 2 OF 2 SFP'S 8GBPS NIC CARD
CTK 3119344,High Profile QLOGIC QLE3442 QLE3442-CU  0 OF 2 SFP'S 0 OF 2 SFP'S 0 OF 2 SFP'S 10GB NIC CARD
CTK 3119444,Low Profile HP SAS9207-8E 660087-001  DUAL EXTERNAL SAS RAID CARD
CTK 3119544,EMULEX N/A P003798-01B 4 OF 4 SFP'S 4 OF 4 SFP'S 4 OF 4 SFP'S 8GBPS NIC CARD
CTK 3119644,Low Profile HP SAS9200-8E 617824-001  DUAL EXTERNAL SAS RAID CARD
CTK 3119744,DELL SAS9201-16E MJFDP QUAD EXTERNAL SAS RAID CARD
CTK 3119844,DELL FX100 WD0GV DUAL DVI GRAPHIC CARD
CTK 3119944,HP BLADE NIC CARDS GENERIC NIC CARD
CTK 3120044,High Profile HP 366T 816551-001  QUAD PORT QUAD PORT RJ-45 1GBPS NIC CARD
CTK 3120144,High Profile STARTECH N/A PEXSAT34RH  X4 INTERNAL SATA SATA CONTROLLER CARD
CTK 3120244,SAPPHIRE RADEON R9 285 OC 299-1E306-200SA OVERCLOCKED DUAL DVI HDMI DISPLAYPORT 2GB GRAPHIC CARD
CTK 3120344,EVGA GEFORCE 8800GTX 768-P2-N831-AR DUAL DVI 768MB GRAPHIC CARD
CTK 3120444,High Profile ARECA ARC1320 71-132001-8X0B  DUAL EXTERNAL SAS SAS/SATA 6GBPS NIC CARD
CTK 3120544,Low Profile INTEL I350-T4 E1G44HTBLK  QUAD PORT RJ-45 NIC CARD
CTK 3120644,EVGA GEFORCE GT 440 01G-P3-1441-KR DUAL DVI MINI HDMI 1GB GRAPHIC CARD
CTK 3120744,EVGA GT630 GENERIC DUAL DVI 1GB YES GRAPHIC CARD
